Name,Class,Parent,Centroid X µm,Centroid Y µm
PathCellObject,,Tumor,520.05,392.86
PathCellObject,,Tumor,497.95,392.35
PathCellObject,,Tumor,73.98,394.9
PathCellObject,,Tumor,431.59,392.98
PathCellObject,,Tumor,455.1,395.11
Target: CD68: FoxP3,Target: CD68: FoxP3,Tumor,266.41,394.09
Target: CD8,Target: CD8,Tumor,529.17,396.22
PathCellObject,,Tumor,347.73,395.47
PathCellObject,,Tumor,746.13,394.72
Target: CD68,Target: CD68,Tumor,362.23,398.27
Target: CD68,Target: CD68,Tumor,505.31,401.5
PathCellObject,,Tumor,683.21,401.19
Target: CD3: CD8,Target: CD3: CD8,Tumor,738.34,399.74
PathCellObject,,Tumor,346.43,403.35
Target: CD68,Target: CD68,Tumor,430.6,402.1
PathCellObject,,Tumor,102.95,405.29
PathCellObject,,Tumor,356.68,406
PathCellObject,,Tumor,84.57,404.61
PathCellObject,,Tumor,751.25,404.64
PathCellObject,,Tumor,35.14,407.21
Target: CD3,Target: CD3,Tumor,741.75,407.79
Target: CD68,Target: CD68,Tumor,14.77,406.85
PathCellObject,,Tumor,159.46,405.12
PathCellObject,,Tumor,56.21,410.51
PathCellObject,,Tumor,757,409.08
Target: CD3: CD8,Target: CD3: CD8,Tumor,764.41,411.4
Target: CD68,Target: CD68,Tumor,586.65,410.37
PathCellObject,,Tumor,174.35,409.23
PathCellObject,,Tumor,5.097,413.73
PathCellObject,,Tumor,159.37,411.42
Target: CD3,Target: CD3,Tumor,235.94,412.1
Target: CD3,Target: CD3,Tumor,549.08,413.66
PathCellObject,,Tumor,166.03,416.7
Target: CD20,Target: CD20,Tumor,226.08,412.65
Target: CD68: CD3,Target: CD68: CD3,Tumor,610.69,412.56
Target: CD3,Target: CD3,Tumor,751.08,416.65
PathCellObject,,Tumor,26.55,419.51
PathCellObject,,Tumor,594.27,415.77
PathCellObject,,Tumor,174.48,418.2
PathCellObject,,Tumor,153.39,418.14
PathCellObject,,Tumor,556.92,420.89
PathCellObject,,Tumor,224,420.67
PathCellObject,,Tumor,605.02,421.69
PathCellObject,,Tumor,614.8,419.21
PathCellObject,,Tumor,84.44,422.86
PathCellObject,,Tumor,118.38,418.62
Target: CD4,Target: CD4,Tumor,192.05,420.67
PathCellObject,,Tumor,42.72,423
Target: CD3,Target: CD3,Tumor,594.44,423.07
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Tumor,679.68,420.83
Target: CD3,Target: CD3,Tumor,623.72,423.55
PathCellObject,,Tumor,445.73,424.98
PathCellObject,,Tumor,116.47,427.16
PathCellObject,,Tumor,150.77,427.93
Target: CD68,Target: CD68,Tumor,435.08,424.93
PathCellObject,,Tumor,164.41,428.72
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Tumor,272.98,425.3
Target: CD68: CD4,Target: CD68: CD4,Tumor,735.19,428.79
PathCellObject,,Tumor,616.38,432.19
PathCellObject,,Tumor,97.92,431.97
Target: CD3: CD8,Target: CD3: CD8,Tumor,184.05,431.07
Target: CD68,Target: CD68,Tumor,262.71,429.8
Target: CD68,Target: CD68,Tumor,279.68,431.22
Target: CD4,Target: CD4,Tumor,671.14,430.88
PathCellObject,,Tumor,141.95,433.58
Target: CD3,Target: CD3,Tumor,439.45,433.57
PathCellObject,,Tumor,681.34,433.3
Target: CD68,Target: CD68,Tumor,159.42,436.05
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Tumor,690.3,431.47
PathCellObject,,Tumor,249.01,433.61
Target: CD68,Target: CD68,Tumor,540.31,433.97
PathCellObject,,Tumor,125.43,437.41
Target: CD68,Target: CD68,Tumor,551.1,434.4
PathCellObject,,Tumor,133.09,434.87
Target: CD8,Target: CD8,Tumor,428.7,437.85
PathCellObject,,Tumor,460.12,439.47
PathCellObject,,Tumor,23.09,437
PathCellObject,,Tumor,286.76,438.21
PathCellObject,,Tumor,658.18,435.11
PathCellObject,,Tumor,50.65,436.14
PathCellObject,,Tumor,41.55,440.63
PathCellObject,,Tumor,137.44,441.42
Target: CD68: CD4,Target: CD68: CD4,Tumor,689.73,441.96
PathCellObject,,Tumor,12.9,440.59
PathCellObject,,Tumor,436.9,444.32
Target: CD68: CD4,Target: CD68: CD4,Tumor,749.18,440.9
Target: CD4,Target: CD4,Tumor,231.87,440.22
Target: CD3: CD8,Target: CD3: CD8,Tumor,275.6,443.23
PathCellObject,,Tumor,652.3,441.19
PathCellObject,,Tumor,256.72,444.45
PathCellObject,,Tumor,559.12,441.32
PathCellObject,,Tumor,448.16,443.46
Target: CD68,Target: CD68,Tumor,539.19,444.61
PathCellObject,,Tumor,550.78,444.56
PathCellObject,,Tumor,269.1,445.47
Target: CD4: CD8,Target: CD4: CD8,Tumor,763.99,444.96
PathCellObject,,Tumor,529.89,445.13
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Tumor,666.46,447.84
Target: CD68: CD4,Target: CD68: CD4,Tumor,677.93,447.51
Target: CD3: CD4,Target: CD3: CD4,Tumor,282.59,449.08
PathCellObject,,Tumor,565.83,451.01
Target: CD3: CD4,Target: CD3: CD4,Tumor,649.37,448.17
PathCellObject,,Tumor,712.67,446.91
PathCellObject,,Tumor,54.8,448.03
PathCellObject,,Tumor,235.74,449.49
PathCellObject,,Tumor,543.34,449.24
PathCellObject,,Tumor,153.96,449.66
PathCellObject,,Tumor,783.09,449.86
PathCellObject,,Tumor,169.42,450.25
PathCellObject,,Tumor,144.1,451.38
PathCellObject,,Tumor,556.65,452.83
PathCellObject,,Tumor,24.74,450.32
PathCellObject,,Tumor,549.02,455.16
PathCellObject,,Tumor,67.07,450.8
PathCellObject,,Tumor,699.32,450.41
PathCellObject,,Tumor,707.56,455.72
PathCellObject,,Tumor,434.24,455.15
Target: CD68,Target: CD68,Tumor,446.25,458.33
PathCellObject,,Tumor,89.12,453.69
Target: CD68: CD4: FoxP3,Target: CD68: CD4: FoxP3,Tumor,639.05,455.97
PathCellObject,,Tumor,730.81,455.28
PathCellObject,,Tumor,9.765,453.77
PathCellObject,,Tumor,223.33,454.51
PathCellObject,,Tumor,690.19,453.02
PathCellObject,,Tumor,742.19,456.07
PathCellObject,,Tumor,36.86,453.89
PathCellObject,,Tumor,760.82,456.43
PathCellObject,,Tumor,527.61,456.77
PathCellObject,,Tumor,721.77,455.81
PathCellObject,,Tumor,423.77,459.26
PathCellObject,,Tumor,684.85,458.49
PathCellObject,,Tumor,27.52,457.76
PathCellObject,,Tumor,72.54,459.89
PathCellObject,,Tumor,694.98,457.81
PathCellObject,,Tumor,236.62,462.5
PathCellObject,,Tumor,782.17,460.87
Target: CD3,Target: CD3,Tumor,56.92,459.73
Target: CD68,Target: CD68,Tumor,411.91,462.38
Target: CD3,Target: CD3,Tumor,655.68,459.97
PathCellObject,,Tumor,670.24,461.94
PathCellObject,,Tumor,14.21,463.85
PathCellObject,,Tumor,251.66,463.45
Target: CD3: CD8,Target: CD3: CD8,Tumor,538.09,464.03
PathCellObject,,Tumor,759.19,462.91
PathCellObject,,Tumor,29.72,465.07
Target: CD3: CD4,Target: CD3: CD4,Tumor,228.27,464.26
PathCellObject,,Tumor,646.26,466.49
PathCellObject,,Tumor,150.73,465.95
PathCellObject,,Tumor,700.11,467.2
Target: CD4,Target: CD4,Tumor,625.69,467.77
PathCellObject,,Tumor,750,468.5
Target: CD8,Target: CD8,Tumor,570.51,470.21
PathCellObject,,Tumor,687.01,469.08
PathCellObject,,Tumor,717.03,468.55
PathCellObject,,Tumor,760.9,468.71
PathCellObject,,Tumor,61.4,469.17
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Tumor,435.62,468.95
PathCellObject,,Tumor,658.14,470.42
PathCellObject,,Tumor,729.54,471.32
PathCellObject,,Tumor,163.13,471.09
PathCellObject,,Tumor,40.21,471.64
PathCellObject,,Tumor,784.98,472.95
PathCellObject,,Tumor,111.96,470.67
PathCellObject,,Tumor,223.49,473.11
PathCellObject,,Tumor,680.82,475.48
PathCellObject,,Tumor,771.73,473.68
PathCellObject,,Tumor,739.54,476.38
Target: CD8,Target: CD8,Tumor,2.621,473.33
PathCellObject,,Tumor,9.527,474.88
PathCellObject,,Tumor,18.2,474.93
PathCellObject,,Tumor,759.11,477.6
PathCellObject,,Tumor,382.38,475.53
Target: CD3,Target: CD3,Tumor,393.07,475.15
PathCellObject,,Tumor,52.45,478.05
PathCellObject,,Tumor,660.08,479.97
PathCellObject,,Tumor,259.06,479.1
Target: CD68,Target: CD68,Tumor,554.29,478.71
PathCellObject,,Tumor,28.41,480.94
PathCellObject,,Tumor,5.247,482.56
PathCellObject,,Tumor,309.51,479.08
PathCellObject,,Tumor,564.12,482.65
Target: CD3,Target: CD3,Tumor,614.42,479
PathCellObject,,Tumor,377.29,481.16
PathCellObject,,Tumor,391.56,482.82
PathCellObject,,Tumor,669.49,479.7
PathCellObject,,Tumor,601.85,483.99
PathCellObject,,Tumor,645.16,485.63
PathCellObject,,Tumor,698.98,483.75
PathCellObject,,Tumor,15.37,485.21
PathCellObject,,Tumor,41.72,484.51
PathCellObject,,Tumor,315.29,483.98
PathCellObject,,Tumor,369.2,484.07
PathCellObject,,Tumor,729.21,485.88
PathCellObject,,Tumor,103.29,486.1
PathCellObject,,Tumor,715.95,488.16
PathCellObject,,Tumor,758.42,488.38
PathCellObject,,Tumor,670.62,487.9
PathCellObject,,Tumor,208.68,487.08
PathCellObject,,Tumor,385.77,486.75
PathCellObject,,Tumor,24.84,488.23
PathCellObject,,Tumor,622.68,490.29
PathCellObject,,Tumor,770.64,490.49
Target: CD68,Target: CD68,Tumor,322.21,490.86
PathCellObject,,Tumor,49.47,491.77
PathCellObject,,Tumor,144.81,489.9
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Tumor,292.71,491.21
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Tumor,609.69,492.05
PathCellObject,,Tumor,384.49,491.91
PathCellObject,,Tumor,20.62,493.75
Target: CD68,Target: CD68,Tumor,399.26,490.32
PathCellObject,,Tumor,659.57,494.16
Target: CD4,Target: CD4,Tumor,176.26,492.21
Target: CD68,Target: CD68,Tumor,423.86,491.13
Target: CD68,Target: CD68,Tumor,409.87,494.39
PathCellObject,,Tumor,376.07,495.36
Target: CD68,Target: CD68,Tumor,313.34,496.12
PathCellObject,,Tumor,780.52,494.95
PathCellObject,,Tumor,303.89,495.44
Target: CD68,Target: CD68,Tumor,390.82,494.02
PathCellObject,,Tumor,32.22,498.29
PathCellObject,,Tumor,210.68,498.01
PathCellObject,,Tumor,432.33,497.91
PathCellObject,,Tumor,11.77,496.51
PathCellObject,,Tumor,132.84,498.33
Target: CD68: CD4,Target: CD68: CD4,Tumor,385.29,500.24
Target: CD68,Target: CD68,Tumor,402.77,497.76
Target: CD68,Target: CD68,Tumor,615.67,499.7
PathCellObject,,Tumor,744.93,498.32
Target: CD68: CD4,Target: CD68: CD4,Tumor,394.3,501.29
PathCellObject,,Tumor,598.65,496.96
PathCellObject,,Tumor,762.23,499.63
PathCellObject,,Tumor,124.5,502.4
Target: CD68,Target: CD68,Tumor,297.18,502.74
PathCellObject,,Tumor,643.33,499.11
PathCellObject,,Tumor,692.06,500.04
PathCellObject,,Tumor,15.32,504.12
Target: CD4,Target: CD4,Tumor,174.54,502.7
PathCellObject,,Tumor,637.34,501.15
PathCellObject,,Tumor,589.46,503.99
PathCellObject,,Tumor,630.31,501.45
PathCellObject,,Tumor,725.33,501.89
PathCellObject,,Tumor,649.69,502.85
PathCellObject,,Tumor,735.74,501.4
PathCellObject,,Tumor,45.25,503.28
PathCellObject,,Tumor,422.13,501.75
PathCellObject,,Tumor,59.3,504.9
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Tumor,602.59,506.74
Target: CD68,Target: CD68,Tumor,403.62,506.45
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Tumor,562.54,503.8
PathCellObject,,Tumor,24.48,504.46
Target: CD68: CD3,Target: CD68: CD3,Tumor,313.24,508.42
PathCellObject,,Tumor,611.01,507.69
Target: CD20,Target: CD20,Tumor,186.66,508.6
PathCellObject,,Tumor,732.31,508.1
PathCellObject,,Tumor,752.31,508.5
PathCellObject,,Tumor,763.1,512.53
PathCellObject,,Tumor,422.66,508.45
PathCellObject,,Tumor,200.33,508.72
PathCellObject,,Tumor,218.46,509.07
Target: FoxP3,Target: FoxP3,Tumor,794.52,509.17
PathCellObject,,Tumor,655.72,507.94
PathCellObject,,Tumor,116.85,510.87
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Tumor,178.76,511.47
PathCellObject,,Tumor,689.4,510.85
PathCellObject,,Tumor,207.66,509.86
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Tumor,167.22,511.19
PathCellObject,,Tumor,627.66,511.34
PathCellObject,,Tumor,740.31,510.2
PathCellObject,,Tumor,15.81,513.16
PathCellObject,,Tumor,26.16,512.28
PathCellObject,,Tumor,44.44,513.02
Target: CD68,Target: CD68,Tumor,393.4,513.53
Target: FoxP3,Target: FoxP3,Tumor,730.38,515.89
PathCellObject,,Tumor,640,514.68
PathCellObject,,Tumor,618.85,514.5
PathCellObject,,Tumor,653.21,514.84
PathCellObject,,Tumor,695.73,514.84
PathCellObject,,Tumor,679.37,513.87
PathCellObject,,Tumor,717.77,517.04
PathCellObject,,Tumor,211.94,518.41
Target: CD68,Target: CD68,Tumor,479.64,517.3
PathCellObject,,Tumor,705.49,517.23
PathCellObject,,Tumor,32.5,516.92
PathCellObject,,Tumor,781.04,514.53
Target: CD3,Target: CD3,Tumor,423.67,517.99
PathCellObject,,Tumor,610.9,517.08
PathCellObject,,Tumor,8.137,516.83
PathCellObject,,Tumor,671.83,520.58
PathCellObject,,Tumor,49.44,520.6
PathCellObject,,Tumor,413.01,520.04
PathCellObject,,Tumor,66.42,520.7
PathCellObject,,Tumor,644.63,523.73
Target: CD68,Target: CD68,Tumor,434.04,523.51
PathCellObject,,Tumor,742.67,526.49
PathCellObject,,Tumor,619.21,522.82
PathCellObject,,Tumor,13.33,527.49
PathCellObject,,Tumor,608.76,523.05
PathCellObject,,Tumor,788.49,524.93
PathCellObject,,Tumor,127.13,525.07
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Tumor,144.94,525.12
PathCellObject,,Tumor,25.73,526.7
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Tumor,235.33,527.26
Target: CD3: CD4: CD8: FoxP3,Target: CD3: CD4: CD8: FoxP3,Tumor,596.53,528.74
PathCellObject,,Tumor,755.4,525.35
PathCellObject,,Tumor,767.59,527.51
PathCellObject,,Tumor,114.31,527.27
PathCellObject,,Tumor,651.28,529.7
PathCellObject,,Tumor,617.76,530.18
PathCellObject,,Tumor,695.14,528.44
PathCellObject,,Tumor,761.41,529.71
PathCellObject,,Tumor,426.14,535.7
PathCellObject,,Tumor,52.58,530.6
PathCellObject,,Tumor,555.94,529.35
Target: CD3,Target: CD3,Tumor,417.56,532.33
PathCellObject,,Tumor,606.67,532.76
Target: CD8,Target: CD8,Tumor,32.56,535.13
PathCellObject,,Tumor,705.85,534.16
PathCellObject,,Tumor,716.27,532.18
PathCellObject,,Tumor,409.36,532.07
PathCellObject,,Tumor,441.26,534.15
PathCellObject,,Tumor,727.48,533.46
PathCellObject,,Tumor,612.42,537.77
Target: CD68,Target: CD68,Tumor,454.75,536.22
PathCellObject,,Tumor,115.43,538.87
Target: CD4,Target: CD4,Tumor,148.46,535.3
Target: CD4,Target: CD4,Tumor,550.91,537.97
PathCellObject,,Tumor,755.93,536.81
PathCellObject,,Tumor,772.39,535.26
PathCellObject,,Tumor,690.94,539.82
PathCellObject,,Tumor,49.16,540.84
PathCellObject,,Tumor,776.93,542.08
PathCellObject,,Tumor,6.158,539.09
PathCellObject,,Tumor,650.86,542.34
Target: CD3: CD8,Target: CD3: CD8,Tumor,732.55,541.22
PathCellObject,,Tumor,764.66,545.91
Target: CD3: FoxP3,Target: CD3: FoxP3,Tumor,411.2,542.79
PathCellObject,,Tumor,143.81,545.07
PathCellObject,,Tumor,132.01,543.44
PathCellObject,,Tumor,14.28,545.28
PathCellObject,,Tumor,619.95,541.65
Target: CD68,Target: CD68,Tumor,328.69,540.97
Target: CD4,Target: CD4,Tumor,37.19,546.97
Target: CD68,Target: CD68,Tumor,311.82,544.57
PathCellObject,,Tumor,66.16,545.76
PathCellObject,,Tumor,634.13,545.58
PathCellObject,,Tumor,754.6,547.01
PathCellObject,,Tumor,711.25,546.84
Target: CD3: CD4,Target: CD3: CD4,Tumor,496.98,545.03
Target: CD4: CD8,Target: CD4: CD8,Tumor,594,547.1
PathCellObject,,Tumor,320.9,551.25
Target: CD68,Target: CD68,Tumor,451.66,549.83
PathCellObject,,Tumor,622.83,549.26
PathCellObject,,Tumor,334.34,551.2
PathCellObject,,Tumor,667.02,549.17
PathCellObject,,Tumor,105.24,551.66
PathCellObject,,Tumor,605.4,550.43
PathCellObject,,Tumor,659.14,548.97
Target: CD4,Target: CD4,Tumor,726.6,549.1
PathCellObject,,Tumor,430.38,551.01
PathCellObject,,Tumor,675.03,551.68
Target: CD8,Target: CD8,Tumor,688.9,551.62
PathCellObject,,Tumor,734.48,556.13
Target: CD68,Target: CD68,Tumor,302.21,554.13
PathCellObject,,Tumor,121.38,554.64
Target: CD3,Target: CD3,Tumor,198.91,555.06
PathCellObject,,Tumor,655.17,557.11
Target: CD20: CD4: CD8,Target: CD20: CD4: CD8,Tumor,585.17,556.61
PathCellObject,,Tumor,69.87,554.93
PathCellObject,,Tumor,717.06,556.45
Target: CD3: CD4,Target: CD3: CD4,Tumor,560.88,559.78
Target: CD4,Target: CD4,Tumor,135.92,559.97
PathCellObject,,Tumor,625.57,558.22
PathCellObject,,Tumor,64.44,561.18
PathCellObject,,Tumor,602.68,558.9
PathCellObject,,Tumor,665.59,563.59
PathCellObject,,Tumor,81.89,558.76
PathCellObject,,Tumor,647.5,563.94
Target: CD3: CD4,Target: CD3: CD4,Tumor,209.13,560.05
PathCellObject,,Tumor,595.88,558.61
Target: CD8,Target: CD8,Tumor,695.67,561.71
PathCellObject,,Tumor,112.94,563.53
PathCellObject,,Tumor,308.5,562.09
PathCellObject,,Tumor,316.08,564.76
PathCellObject,,Tumor,766.94,561.89
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Tumor,571.44,562.54
PathCellObject,,Tumor,610.5,561.84
PathCellObject,,Tumor,784.57,565.57
PathCellObject,,Tumor,600.54,566.27
Target: CD4,Target: CD4,Tumor,590.66,566.25
PathCellObject,,Tumor,636.77,567.7
PathCellObject,,Tumor,742.13,566
PathCellObject,,Tumor,5.697,569.31
PathCellObject,,Tumor,78.73,570.64
PathCellObject,,Tumor,616.23,567.84
PathCellObject,,Tumor,97.31,568.6
PathCellObject,,Tumor,626.83,570.6
PathCellObject,,Tumor,718.21,566.77
Target: CD3: CD8: FoxP3,Target: CD3: CD8: FoxP3,Tumor,147.42,570.87
PathCellObject,,Tumor,140.28,572.04
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Tumor,595.4,574.02
PathCellObject,,Tumor,132.17,576.59
PathCellObject,,Tumor,770.75,575.4
PathCellObject,,Tumor,60.09,573.59
PathCellObject,,Tumor,709.83,573.13
PathCellObject,,Tumor,743.83,574.68
Target: FoxP3,Target: FoxP3,Tumor,719.05,577.14
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Tumor,539.69,573.22
PathCellObject,,Tumor,45.86,577.1
PathCellObject,,Tumor,117.85,577.41
PathCellObject,,Tumor,795.26,576.25
PathCellObject,,Tumor,611.61,577.46
PathCellObject,,Tumor,703.98,576.91
PathCellObject,,Tumor,109.02,577.24
PathCellObject,,Tumor,620.34,577.98
Target: CD3: CD8,Target: CD3: CD8,Tumor,693.7,576.34
PathCellObject,,Tumor,89.13,580.04
PathCellObject,,Tumor,100.93,578.91
Target: CD68: CD4,Target: CD68: CD4,Tumor,145.61,583.11
Target: CD3,Target: CD3,Tumor,537.21,584.28
Target: CD3: CD4,Target: CD3: CD4,Tumor,501.97,580.28
PathCellObject,,Tumor,38.73,584.27
Target: CD20: CD68,Target: CD20: CD68,Tumor,493.97,580.84
PathCellObject,,Tumor,606.4,584.09
PathCellObject,,Tumor,625.33,583.09
Target: CD3: CD8,Target: CD3: CD8,Tumor,60.33,586.24
PathCellObject,,Tumor,692.13,584.72
PathCellObject,,Tumor,647.19,585.72
PathCellObject,,Tumor,662.27,586.26
PathCellObject,,Tumor,729.4,585.27
PathCellObject,,Tumor,80.07,583.51
Target: CD3: CD8,Target: CD3: CD8,Tumor,579.64,585.03
PathCellObject,,Tumor,103.61,586.8
Target: CD68: CD4: FoxP3,Target: CD68: CD4: FoxP3,Tumor,481.34,584.99
Target: CD68: CD4,Target: CD68: CD4,Tumor,594.58,587.13
Target: CD8,Target: CD8,Tumor,706.22,588.42
PathCellObject,,Tumor,132.14,587.51
Target: CD20,Target: CD20,Tumor,630.73,588.09
Target: CD68,Target: CD68,Tumor,490.27,589.16
Target: CD20: CD68,Target: CD20: CD68,Tumor,497.22,589.09
PathCellObject,,Tumor,83.25,591.55
PathCellObject,,Tumor,125.65,589.68
Target: CD20,Target: CD20,Tumor,506.1,588.85
Target: CD3: CD4,Target: CD3: CD4,Tumor,185.19,587.39
Target: CD68,Target: CD68,Tumor,329.25,589.06
PathCellObject,,Tumor,113.9,594.19
PathCellObject,,Tumor,19.69,590.59
Target: CD8,Target: CD8,Tumor,72.53,591.41
Target: CD3: CD4,Target: CD3: CD4,Tumor,164.56,590.64
PathCellObject,,Tumor,613.34,592.19
PathCellObject,,Tumor,31.37,591.79
PathCellObject,,Tumor,381.76,595.31
Target: CD20,Target: CD20,Tumor,584.8,594.83
PathCellObject,,Tumor,696.67,593.79
PathCellObject,,Tumor,782.42,593.69
PathCellObject,,Tumor,795.21,594.23
PathCellObject,,Tumor,27.71,597.56
Target: CD68,Target: CD68,Tumor,604.15,595.52
Target: CD20: CD3,Target: CD20: CD3,Tumor,186.95,598.16
Target: CD68,Target: CD68,Tumor,482.36,598.04
Target: CD20,Target: CD20,Tumor,502.72,598.25
Target: CD4,Target: CD4,Tumor,150.99,597.22
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Tumor,195.99,597.32
PathCellObject,,Tumor,134.99,596.68
Target: CD3: CD4,Target: CD3: CD4,Tumor,180.67,596.78
PathCellObject,,Tumor,43.63,595.43
PathCellObject,,Tumor,124.62,596.87
PathCellObject,,Tumor,493.82,600.12
PathCellObject,,Tumor,645.36,597.42
PathCellObject,,Tumor,760.35,599.29
PathCellObject,,Tumor,54.05,599.02
Target: CD3: CD4,Target: CD3: CD4,Tumor,175.23,601.05
Target: CD3: CD4,Target: CD3: CD4,Tumor,167.57,601.81
PathCellObject,,Tumor,367.51,601.36
Target: FoxP3,Target: FoxP3,Tumor,615.45,601.93
Target: CD4,Target: CD4,Tumor,160.2,602.13
PathCellObject,,Tumor,81.61,600.71
PathCellObject,,Tumor,13.35,601.72
PathCellObject,,Tumor,24.87,603.57
Target: FoxP3,Target: FoxP3,Tumor,622.85,601.62
PathCellObject,,Tumor,123.54,603.58
PathCellObject,,Tumor,132.41,604.15
Target: CD4,Target: CD4,Tumor,605.17,606.16
PathCellObject,,Tumor,4.942,605.81
PathCellObject,,Tumor,60.98,605.52
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Tumor,583.28,604.35
PathCellObject,,Tumor,640.62,604.02
PathCellObject,,Tumor,629.75,604.94
PathCellObject,,Tumor,91.35,605.08
PathCellObject,,Tumor,41.5,604.93
Target: CD3: CD8,Target: CD3: CD8,Tumor,142.4,608.8
Target: CD3: CD8,Target: CD3: CD8,Tumor,203.12,607.98
PathCellObject,,Tumor,354.88,606.88
Target: CD3,Target: CD3,Tumor,647.95,609.34
PathCellObject,,Tumor,343.03,607.48
PathCellObject,,Tumor,735.44,607.02
PathCellObject,,Tumor,381.73,609.17
PathCellObject,,Tumor,68.24,607.91
PathCellObject,,Tumor,100.65,610.15
Target: CD3: CD8,Target: CD3: CD8,Tumor,211.96,607.99
PathCellObject,,Tumor,660.62,610.41
PathCellObject,,Tumor,46.62,611.98
PathCellObject,,Tumor,76.11,611.4
Target: CD3: CD8,Target: CD3: CD8,Tumor,672.19,608.41
PathCellObject,,Tumor,700.25,612.16
Target: CD4,Target: CD4,Tumor,127.33,614.61
PathCellObject,,Tumor,708.31,608.58
Target: CD20,Target: CD20,Tumor,774.61,610.1
Target: CD4,Target: CD4,Tumor,615.02,612.81
PathCellObject,,Tumor,15.56,615.06
PathCellObject,,Tumor,113.14,611.6
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Tumor,586.64,613.66
Target: CD68,Target: CD68,Tumor,621.49,614.27
PathCellObject,,Tumor,718.58,612.66
PathCellObject,,Tumor,27.38,616.11
PathCellObject,,Tumor,782.8,617.06
PathCellObject,,Tumor,84.92,616.92
PathCellObject,,Tumor,635.76,617.21
Target: CD3: CD8,Target: CD3: CD8,Tumor,597.58,616.88
PathCellObject,,Tumor,711,618.51
PathCellObject,,Tumor,670.3,617.09
Target: CD68,Target: CD68,Tumor,319.97,619.21
Target: CD20,Target: CD20,Tumor,764.18,620.73
Target: CD68,Target: CD68,Tumor,330.15,620.07
Target: CD68,Target: CD68,Tumor,407.77,619.32
PathCellObject,,Tumor,626.62,619.5
PathCellObject,,Tumor,107.46,620.52
PathCellObject,,Tumor,392.58,619.99
PathCellObject,,Tumor,752.07,622.94
PathCellObject,,Tumor,697.84,623.08
PathCellObject,,Tumor,669.82,624.45
PathCellObject,,Tumor,681.05,624.39
PathCellObject,,Tumor,67.6,623.33
PathCellObject,,Tumor,19.1,627.43
PathCellObject,,Tumor,608.59,626.18
PathCellObject,,Tumor,78.68,628.76
PathCellObject,,Tumor,722.65,627.06
PathCellObject,,Tumor,96.03,625.66
PathCellObject,,Tumor,596.58,627.88
PathCellObject,,Tumor,104.35,631.09
PathCellObject,,Tumor,123.97,625.77
PathCellObject,,Tumor,60.77,629.49
Target: FoxP3,Target: FoxP3,Tumor,113.83,628.08
Target: CD68: CD4,Target: CD68: CD4,Tumor,472.15,627.88
Target: CD20,Target: CD20,Tumor,7.574,632.96
Target: FoxP3,Target: FoxP3,Tumor,712.11,632.88
Target: CD20,Target: CD20,Tumor,402.65,630.5
PathCellObject,,Tumor,620.49,630.43
PathCellObject,,Tumor,87.16,633.42
Target: FoxP3,Target: FoxP3,Tumor,122.16,633.94
PathCellObject,,Tumor,641.36,633.23
PathCellObject,,Tumor,776.65,634.08
Target: CD20: CD68,Target: CD20: CD68,Tumor,465.41,635.32
PathCellObject,,Tumor,650.28,631.53
PathCellObject,,Tumor,736.61,633.32
PathCellObject,,Tumor,96.7,635.6
Target: CD68,Target: CD68,Tumor,427.02,633.55
PathCellObject,,Tumor,391.98,635.16
PathCellObject,,Tumor,418.34,637.9
PathCellObject,,Tumor,602.17,636.42
PathCellObject,,Tumor,131.48,636.66
PathCellObject,,Tumor,382.45,639.34
PathCellObject,,Tumor,627.56,641.7
PathCellObject,,Tumor,110.37,641.64
PathCellObject,,Tumor,408.31,638.24
Target: CD68,Target: CD68,Tumor,454.34,639.78
PathCellObject,,Tumor,42.33,639.7
PathCellObject,,Tumor,399.74,641.18
PathCellObject,,Tumor,789.57,642.89
PathCellObject,,Tumor,700.5,638.75
PathCellObject,,Tumor,123.57,644.98
Target: CD20,Target: CD20,Tumor,297.37,641.56
PathCellObject,,Tumor,652.49,640.79
PathCellObject,,Tumor,30.19,641.4
PathCellObject,,Tumor,58.14,641.95
PathCellObject,,Tumor,692.2,643.57
PathCellObject,,Tumor,36.93,647
